zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
44437,41.15582,-80.73122,Mc Donald,OH,Ohio,TRUE,,4406,415.3,39155,Trumbull,"{'39099':2.23,'39155':97.77}",Trumbull|Mahoning,39155|39099,FALSE,FALSE,America/New_York
44438,41.24236,-80.53387,Masury,OH,Ohio,TRUE,,4300,212.6,39155,Trumbull,{'39155':100},Trumbull,39155,FALSE,FALSE,America/New_York
44439,41.4558,-80.95638,Mesopotamia,OH,Ohio,TRUE,,147,254.5,39155,Trumbull,{'39155':100},Trumbull,39155,FALSE,FALSE,America/New_York
44440,41.14835,-80.78377,Mineral Ridge,OH,Ohio,TRUE,,4960,229.8,39155,Trumbull,"{'39099':24.16,'39155':75.84}",Trumbull|Mahoning,39155|39099,FALSE,FALSE,America/New_York
44441,40.75795,-80.55297,Negley,OH,Ohio,TRUE,,1757,38.5,39029,Columbiana,{'39029':100},Columbiana,39029,FALSE,FALSE,America/New_York
44442,40.96613,-80.54927,New Middletown,OH,Ohio,TRUE,,3938,176.5,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44443,40.9244,-80.59835,New Springfield,OH,Ohio,TRUE,,1672,51.2,39099,Mahoning,"{'39029':3.87,'39099':96.13}",Mahoning|Columbiana,39099|39029,FALSE,FALSE,America/New_York
44444,41.17344,-80.97521,Newton Falls,OH,Ohio,TRUE,,9563,94.7,39133,Portage,"{'39099':3.02,'39133':9.05,'39155':87.93}",Portage|Trumbull|Mahoning,39133|39155|39099,FALSE,FALSE,America/New_York
44445,40.84865,-80.61804,New Waterford,OH,Ohio,TRUE,,3604,80.3,39029,Columbiana,{'39029':100},Columbiana,39029,FALSE,FALSE,America/New_York
44446,41.18996,-80.7496,Niles,OH,Ohio,TRUE,,20150,596.7,39155,Trumbull,{'39155':100},Trumbull,39155,FALSE,FALSE,America/New_York
44449,40.98034,-81.03356,North Benton,OH,Ohio,TRUE,,1264,43.1,39099,Mahoning,"{'39099':53.06,'39133':46.94}",Mahoning|Portage,39099|39133,FALSE,FALSE,America/New_York
44450,41.45518,-80.82996,North Bloomfield,OH,Ohio,TRUE,,2041,17.3,39155,Trumbull,{'39155':100},Trumbull,39155,FALSE,FALSE,America/New_York
44451,41.08123,-80.86849,North Jackson,OH,Ohio,TRUE,,2817,31.2,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44452,40.9477,-80.66167,North Lima,OH,Ohio,TRUE,,3444,91.6,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44454,40.92002,-80.54298,Petersburg,OH,Ohio,TRUE,,982,53.7,39099,Mahoning,"{'39029':6.85,'39099':93.15}",Mahoning|Columbiana,39099|39029,FALSE,FALSE,America/New_York
44455,40.77659,-80.6101,Rogers,OH,Ohio,TRUE,,1665,35.3,39029,Columbiana,{'39029':100},Columbiana,39029,FALSE,FALSE,America/New_York
44460,40.8992,-80.87055,Salem,OH,Ohio,TRUE,,25258,94.4,39029,Columbiana,"{'39029':81.18,'39099':18.82}",Columbiana|Mahoning,39029|39099,FALSE,FALSE,America/New_York
44470,41.29776,-80.96183,Southington,OH,Ohio,TRUE,,3953,54.7,39155,Trumbull,{'39155':100},Trumbull,39155,FALSE,FALSE,America/New_York
44471,41.04844,-80.58967,Struthers,OH,Ohio,TRUE,,10742,973,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44473,41.24617,-80.6625,Vienna,OH,Ohio,TRUE,,3609,61.3,39155,Trumbull,{'39155':100},Trumbull,39155,FALSE,FALSE,America/New_York
44481,41.2272,-80.86404,Warren,OH,Ohio,TRUE,,9617,70.1,39155,Trumbull,"{'39099':1.28,'39155':98.72}",Trumbull|Mahoning,39155|39099,FALSE,FALSE,America/New_York
44483,41.26541,-80.81576,Warren,OH,Ohio,TRUE,,24836,551.3,39155,Trumbull,{'39155':100},Trumbull,39155,FALSE,FALSE,America/New_York
44484,41.23521,-80.74907,Warren,OH,Ohio,TRUE,,21804,507.9,39155,Trumbull,{'39155':100},Trumbull,39155,FALSE,FALSE,America/New_York
44485,41.24042,-80.84612,Warren,OH,Ohio,TRUE,,16101,827.8,39155,Trumbull,{'39155':100},Trumbull,39155,FALSE,FALSE,America/New_York
44490,40.8999,-80.76806,Washingtonville,OH,Ohio,TRUE,,970,407.4,39029,Columbiana,"{'39029':56.14,'39099':43.86}",Columbiana|Mahoning,39029|39099,FALSE,FALSE,America/New_York
44491,41.37499,-80.96432,West Farmington,OH,Ohio,TRUE,,3517,45.7,39155,Trumbull,"{'39055':14.74,'39133':0.77,'39155':84.5}",Trumbull|Geauga|Portage,39155|39055|39133,FALSE,FALSE,America/New_York
44493,40.82502,-80.88864,Winona,OH,Ohio,TRUE,,29,38.5,39029,Columbiana,{'39029':100},Columbiana,39029,FALSE,FALSE,America/New_York
44502,41.08438,-80.64248,Youngstown,OH,Ohio,TRUE,,9336,703.1,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44503,41.09917,-80.64895,Youngstown,OH,Ohio,TRUE,,1130,877,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44504,41.12356,-80.65365,Youngstown,OH,Ohio,TRUE,,4799,1629.5,39099,Mahoning,"{'39099':96.64,'39155':3.36}",Mahoning|Trumbull,39099|39155,FALSE,FALSE,America/New_York
44505,41.128,-80.61961,Youngstown,OH,Ohio,TRUE,,17985,427.1,39099,Mahoning,"{'39099':63.75,'39155':36.25}",Mahoning|Trumbull,39099|39155,FALSE,FALSE,America/New_York
44506,41.09356,-80.62609,Youngstown,OH,Ohio,TRUE,,2877,580.2,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44507,41.07441,-80.65537,Youngstown,OH,Ohio,TRUE,,5409,1301.8,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44509,41.10806,-80.69644,Youngstown,OH,Ohio,TRUE,,11911,846.9,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44510,41.12275,-80.67416,Youngstown,OH,Ohio,TRUE,,2601,506.3,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44511,41.0695,-80.69577,Youngstown,OH,Ohio,TRUE,,19966,1022.4,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44512,41.02497,-80.66777,Youngstown,OH,Ohio,TRUE,,32763,771.5,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44514,40.99892,-80.6081,Youngstown,OH,Ohio,TRUE,,21659,402.5,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44515,41.10123,-80.76375,Youngstown,OH,Ohio,TRUE,,26662,558.9,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44601,40.91935,-81.13021,Alliance,OH,Ohio,TRUE,,34740,166.7,39151,Stark,"{'39029':4.2,'39099':4.08,'39151':91.72}",Stark|Columbiana|Mahoning,39151|39029|39099,FALSE,FALSE,America/New_York
44606,40.73167,-81.79763,Apple Creek,OH,Ohio,TRUE,,8718,72,39169,Wayne,{'39169':100},Wayne,39169,FALSE,FALSE,America/New_York
44607,40.68949,-81.02581,Augusta,OH,Ohio,TRUE,,178,43.2,39019,Carroll,{'39019':100},Carroll,39019,FALSE,FALSE,America/New_York
44608,40.65393,-81.59492,Beach City,OH,Ohio,TRUE,,2439,47.4,39151,Stark,"{'39151':83.95,'39157':16.05}",Stark|Tuscarawas,39151|39157,FALSE,FALSE,America/New_York
44609,40.91731,-80.98797,Beloit,OH,Ohio,TRUE,,3935,51.2,39099,Mahoning,"{'39029':40.38,'39099':59.62}",Mahoning|Columbiana,39099|39029,FALSE,FALSE,America/New_York
44610,40.55958,-81.79979,Berlin,OH,Ohio,TRUE,,160,570.5,39075,Holmes,{'39075':100},Holmes,39075,FALSE,FALSE,America/New_York
44611,40.60452,-82.08585,Big Prairie,OH,Ohio,TRUE,,2121,26.9,39075,Holmes,"{'39075':95.46,'39169':4.54}",Holmes|Wayne,39075|39169,FALSE,FALSE,America/New_York
44612,40.63595,-81.45961,Bolivar,OH,Ohio,TRUE,,5518,79.6,39157,Tuscarawas,"{'39151':3.95,'39157':96.05}",Tuscarawas|Stark,39157|39151,FALSE,FALSE,America/New_York
44613,40.71367,-81.60032,Brewster,OH,Ohio,TRUE,,2012,398.3,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44614,40.88705,-81.58622,Canal Fulton,OH,Ohio,TRUE,,12628,216.9,39151,Stark,"{'39151':98.52,'39153':1.48}",Stark|Summit,39151|39153,FALSE,FALSE,America/New_York
44615,40.5651,-81.07429,Carrollton,OH,Ohio,TRUE,,10312,29.8,39019,Carroll,{'39019':100},Carroll,39019,FALSE,FALSE,America/New_York
44618,40.77271,-81.68894,Dalton,OH,Ohio,TRUE,,6787,62.7,39169,Wayne,"{'39151':7.58,'39169':92.42}",Wayne|Stark,39169|39151,FALSE,FALSE,America/New_York
44620,40.58266,-81.21376,Dellroy,OH,Ohio,TRUE,,2057,26.6,39019,Carroll,{'39019':100},Carroll,39019,FALSE,FALSE,America/New_York
44621,40.42752,-81.29587,Dennison,OH,Ohio,TRUE,,4476,59.1,39157,Tuscarawas,"{'39019':1.06,'39067':4.46,'39157':94.49}",Tuscarawas|Harrison|Carroll,39157|39067|39019,FALSE,FALSE,America/New_York
44622,40.54871,-81.47896,Dover,OH,Ohio,TRUE,,17895,131,39157,Tuscarawas,{'39157':100},Tuscarawas,39157,FALSE,FALSE,America/New_York
44624,40.61131,-81.661,Dundee,OH,Ohio,TRUE,,5308,42.7,39075,Holmes,"{'39075':53.07,'39157':36,'39169':10.93}",Holmes|Tuscarawas|Wayne,39075|39157|39169,FALSE,FALSE,America/New_York
44625,40.76107,-81.00002,East Rochester,OH,Ohio,TRUE,,1918,28.9,39029,Columbiana,"{'39019':15.51,'39029':84.49}",Columbiana|Carroll,39029|39019,FALSE,FALSE,America/New_York
44626,40.68963,-81.38379,East Sparta,OH,Ohio,TRUE,,3015,41.9,39151,Stark,"{'39151':98.56,'39157':1.44}",Stark|Tuscarawas,39151|39157,FALSE,FALSE,America/New_York
44627,40.66603,-81.83248,Fredericksburg,OH,Ohio,TRUE,,6829,56.9,39169,Wayne,"{'39075':43.86,'39169':56.14}",Wayne|Holmes,39169|39075,FALSE,FALSE,America/New_York
44628,40.53714,-82.16453,Glenmont,OH,Ohio,TRUE,,932,10.7,39075,Holmes,"{'39075':77.41,'39083':22.59}",Holmes|Knox,39075|39083,FALSE,FALSE,America/New_York
44629,40.35645,-81.44614,Gnadenhutten,OH,Ohio,TRUE,,2661,45.3,39157,Tuscarawas,{'39157':100},Tuscarawas,39157,FALSE,FALSE,America/New_York
44632,40.96376,-81.3067,Hartville,OH,Ohio,TRUE,,9831,137.8,39151,Stark,"{'39133':5.28,'39151':94.72}",Stark|Portage,39151|39133,FALSE,FALSE,America/New_York
44633,40.63141,-81.93417,Holmesville,OH,Ohio,TRUE,,2634,43.8,39075,Holmes,{'39075':100},Holmes,39075,FALSE,FALSE,America/New_York
44634,40.83417,-81.04793,Homeworth,OH,Ohio,TRUE,,2246,43.9,39029,Columbiana,"{'39029':75.46,'39151':24.54}",Columbiana|Stark,39029|39151,FALSE,FALSE,America/New_York
44637,40.48315,-82.03371,Killbuck,OH,Ohio,TRUE,,3281,18.7,39075,Holmes,"{'39031':10.69,'39075':89.31}",Holmes|Coshocton,39075|39031,FALSE,FALSE,America/New_York
44638,40.64822,-82.13607,Lakeville,OH,Ohio,TRUE,,1453,20.5,39075,Holmes,"{'39005':16.43,'39075':78.62,'39169':4.94}",Holmes|Wayne|Ashland,39075|39169|39005,FALSE,FALSE,America/New_York
44640,40.98445,-81.14863,Limaville,OH,Ohio,TRUE,,235,248.2,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44641,40.86584,-81.2417,Louisville,OH,Ohio,TRUE,,20239,145.1,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44643,40.6397,-81.30083,Magnolia,OH,Ohio,TRUE,,3585,38.2,39151,Stark,"{'39019':23.87,'39151':47.45,'39157':28.68}",Stark|Tuscarawas|Carroll,39151|39157|39019,FALSE,FALSE,America/New_York
44644,40.68776,-81.17666,Malvern,OH,Ohio,TRUE,,4949,83.6,39019,Carroll,{'39019':100},Carroll,39019,FALSE,FALSE,America/New_York
44645,40.90887,-81.71655,Marshallville,OH,Ohio,TRUE,,2299,38.4,39169,Wayne,{'39169':100},Wayne,39169,FALSE,FALSE,America/New_York
44646,40.81251,-81.49841,Massillon,OH,Ohio,TRUE,,46749,635.2,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44647,40.79749,-81.56505,Massillon,OH,Ohio,TRUE,,19172,242.5,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44651,40.62548,-80.95386,Mechanicstown,OH,Ohio,TRUE,,656,13.8,39019,Carroll,{'39019':100},Carroll,39019,FALSE,FALSE,America/New_York
44652,40.90045,-81.32619,Middlebranch,OH,Ohio,TRUE,,32,494.1,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44653,40.43606,-81.37021,Midvale,OH,Ohio,TRUE,,673,575.8,39157,Tuscarawas,{'39157':100},Tuscarawas,39157,FALSE,FALSE,America/New_York
44654,40.5391,-81.8708,Millersburg,OH,Ohio,TRUE,,21043,48.4,39075,Holmes,"{'39031':2.31,'39075':97.69}",Holmes|Coshocton,39075|39031,FALSE,FALSE,America/New_York
44656,40.56901,-81.33674,Mineral City,OH,Ohio,TRUE,,2836,27.6,39157,Tuscarawas,"{'39019':3.64,'39157':96.36}",Tuscarawas|Carroll,39157|39019,FALSE,FALSE,America/New_York
44657,40.74116,-81.09302,Minerva,OH,Ohio,TRUE,,9583,60.7,39151,Stark,"{'39019':35.84,'39029':18.32,'39151':45.84}",Stark|Carroll|Columbiana,39151|39019|39029,FALSE,FALSE,America/New_York
44659,40.69502,-81.70286,Mount Eaton,OH,Ohio,TRUE,,136,521,39169,Wayne,{'39169':100},Wayne,39169,FALSE,FALSE,America/New_York
44661,40.59543,-82.11279,Nashville,OH,Ohio,TRUE,,153,1164.8,39075,Holmes,{'39075':100},Holmes,39075,FALSE,FALSE,America/New_York
44662,40.71086,-81.5562,Navarre,OH,Ohio,TRUE,,10020,62.1,39151,Stark,"{'39151':93.51,'39169':6.49}",Stark|Wayne,39151|39169,FALSE,FALSE,America/New_York
44663,40.46047,-81.45205,New Philadelphia,OH,Ohio,TRUE,,24914,105,39157,Tuscarawas,{'39157':100},Tuscarawas,39157,FALSE,FALSE,America/New_York
44666,40.84413,-81.63286,North Lawrence,OH,Ohio,TRUE,,2667,48.2,39151,Stark,"{'39151':84.43,'39169':15.57}",Stark|Wayne,39151|39169,FALSE,FALSE,America/New_York
44667,40.83348,-81.76594,Orrville,OH,Ohio,TRUE,,13410,112,39169,Wayne,{'39169':100},Wayne,39169,FALSE,FALSE,America/New_York
44669,40.79671,-81.15785,Paris,OH,Ohio,TRUE,,1347,30.7,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44670,40.76271,-81.18858,Robertsville,OH,Ohio,TRUE,,172,539.3,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44671,40.64595,-81.36565,Sandyville,OH,Ohio,TRUE,,290,182.4,39157,Tuscarawas,{'39157':100},Tuscarawas,39157,FALSE,FALSE,America/New_York
44672,40.92059,-81.02542,Sebring,OH,Ohio,TRUE,,4748,569,39099,Mahoning,{'39099':100},Mahoning,39099,FALSE,FALSE,America/New_York
44675,40.50032,-81.25007,Sherrodsville,OH,Ohio,TRUE,,1825,26.4,39019,Carroll,"{'39019':79.25,'39157':20.75}",Carroll|Tuscarawas,39019|39157,FALSE,FALSE,America/New_York
44676,40.6885,-82.0354,Shreve,OH,Ohio,TRUE,,4402,34.4,39169,Wayne,"{'39075':23.21,'39169':76.79}",Wayne|Holmes,39169|39075,FALSE,FALSE,America/New_York
44677,40.87411,-81.86115,Smithville,OH,Ohio,TRUE,,2463,59.6,39169,Wayne,{'39169':100},Wayne,39169,FALSE,FALSE,America/New_York
44678,40.56662,-81.34999,Somerdale,OH,Ohio,TRUE,,344,63.2,39157,Tuscarawas,{'39157':100},Tuscarawas,39157,FALSE,FALSE,America/New_York
44680,40.60258,-81.54248,Strasburg,OH,Ohio,TRUE,,4455,88.4,39157,Tuscarawas,{'39157':100},Tuscarawas,39157,FALSE,FALSE,America/New_York
44681,40.50209,-81.66119,Sugarcreek,OH,Ohio,TRUE,,7987,50.7,39157,Tuscarawas,"{'39075':38.4,'39157':61.6}",Tuscarawas|Holmes,39157|39075,FALSE,FALSE,America/New_York
44682,40.39726,-81.40532,Tuscarawas,OH,Ohio,TRUE,,1030,810.6,39157,Tuscarawas,{'39157':100},Tuscarawas,39157,FALSE,FALSE,America/New_York
44683,40.35283,-81.32318,Uhrichsville,OH,Ohio,TRUE,,8552,48.2,39157,Tuscarawas,"{'39067':5.53,'39157':94.47}",Tuscarawas|Harrison,39157|39067,FALSE,FALSE,America/New_York
44685,40.95995,-81.42424,Uniontown,OH,Ohio,TRUE,,27842,415,39153,Summit,"{'39151':49.21,'39153':50.79}",Summit|Stark,39153|39151,FALSE,FALSE,America/New_York
44687,40.53788,-81.72004,Walnut Creek,OH,Ohio,TRUE,,275,1478.3,39075,Holmes,{'39075':100},Holmes,39075,FALSE,FALSE,America/New_York
44688,40.68474,-81.25763,Waynesburg,OH,Ohio,TRUE,,2816,51.3,39151,Stark,"{'39019':8.91,'39151':91.09}",Stark|Carroll,39151|39019,FALSE,FALSE,America/New_York
44689,40.64991,-81.65681,Wilmot,OH,Ohio,TRUE,,786,67.3,39151,Stark,"{'39075':36.21,'39151':63.79}",Stark|Holmes,39151|39075,FALSE,FALSE,America/New_York
44690,40.6142,-81.69391,Winesburg,OH,Ohio,TRUE,,213,212.7,39075,Holmes,{'39075':100},Holmes,39075,FALSE,FALSE,America/New_York
44691,40.8057,-81.97954,Wooster,OH,Ohio,TRUE,,45048,107.7,39169,Wayne,"{'39005':0.1,'39169':99.9}",Wayne|Ashland,39169|39005,FALSE,FALSE,America/New_York
44693,40.30202,-81.18618,Deersville,OH,Ohio,TRUE,,41,34.4,39067,Harrison,{'39067':100},Harrison,39067,FALSE,FALSE,America/New_York
44695,40.43674,-81.17831,Bowerston,OH,Ohio,TRUE,,1578,20.6,39019,Carroll,"{'39019':50.19,'39067':49.81}",Carroll|Harrison,39019|39067,FALSE,FALSE,America/New_York
44697,40.61157,-81.42361,Zoar,OH,Ohio,TRUE,,204,118.2,39157,Tuscarawas,{'39157':100},Tuscarawas,39157,FALSE,FALSE,America/New_York
44699,40.27806,-81.285,Tippecanoe,OH,Ohio,TRUE,,811,6.6,39067,Harrison,"{'39059':0.21,'39067':73.53,'39157':26.25}",Harrison|Tuscarawas|Guernsey,39067|39157|39059,FALSE,FALSE,America/New_York
44702,40.79995,-81.37543,Canton,OH,Ohio,TRUE,,948,758.5,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44703,40.81052,-81.38138,Canton,OH,Ohio,TRUE,,8081,3133.9,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44704,40.80034,-81.34041,Canton,OH,Ohio,TRUE,,3490,607.8,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44705,40.83383,-81.33221,Canton,OH,Ohio,TRUE,,19451,883.7,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44706,40.75352,-81.41866,Canton,OH,Ohio,TRUE,,17413,379.2,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44707,40.76113,-81.34989,Canton,OH,Ohio,TRUE,,8802,247.4,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44708,40.81777,-81.43561,Canton,OH,Ohio,TRUE,,25541,947.7,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44709,40.84236,-81.38619,Canton,OH,Ohio,TRUE,,19217,1268,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44710,40.78971,-81.42613,Canton,OH,Ohio,TRUE,,9557,1592,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44714,40.83617,-81.35904,Canton,OH,Ohio,TRUE,,8442,1331.2,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44718,40.85116,-81.44747,Canton,OH,Ohio,TRUE,,11895,561,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44720,40.90137,-81.43165,North Canton,OH,Ohio,TRUE,,38080,442.3,39151,Stark,"{'39151':91.06,'39153':8.94}",Stark|Summit,39151|39153,FALSE,FALSE,America/New_York
44721,40.89412,-81.32838,Canton,OH,Ohio,TRUE,,14149,340.5,39151,Stark,{'39151':100},Stark,39151,FALSE,FALSE,America/New_York
44730,40.76574,-81.25893,East Canton,OH,Ohio,TRUE,,5847,63.2,39151,Stark,"{'39019':1.49,'39151':98.51}",Stark|Carroll,39151|39019,FALSE,FALSE,America/New_York
44802,41.04566,-83.41945,Alvada,OH,Ohio,TRUE,,951,14,39147,Seneca,"{'39063':43.12,'39147':56.88}",Seneca|Hancock,39147|39063,FALSE,FALSE,America/New_York
44804,41.1056,-83.53412,Arcadia,OH,Ohio,TRUE,,940,22.9,39063,Hancock,{'39063':100},Hancock,39063,FALSE,FALSE,America/New_York
44805,40.87292,-82.31686,Ashland,OH,Ohio,TRUE,,32833,81.5,39005,Ashland,"{'39005':98.69,'39139':1.31}",Ashland|Richland,39005|39139,FALSE,FALSE,America/New_York
44807,41.05988,-82.87732,Attica,OH,Ohio,TRUE,,2120,12.9,39147,Seneca,"{'39077':6.09,'39147':93.91}",Seneca|Huron,39147|39077,FALSE,FALSE,America/New_York
44809,41.13347,-83.28892,Bascom,OH,Ohio,TRUE,,321,354.7,39147,Seneca,{'39147':100},Seneca,39147,FALSE,FALSE,America/New_York
44811,41.24463,-82.84455,Bellevue,OH,Ohio,TRUE,,12667,42.3,39143,Sandusky,"{'39043':4.97,'39077':37.19,'39143':47.35,'39147':10.48}",Sandusky|Erie|Huron|Seneca,39143|39043|39077|39147,FALSE,FALSE,America/New_York
44813,40.59884,-82.53167,Bellville,OH,Ohio,TRUE,,9312,43.4,39139,Richland,"{'39083':3.27,'39117':10.2,'39139':86.54}",Richland|Knox|Morrow,39139|39083|39117,FALSE,FALSE,America/New_York
44814,41.32188,-82.47255,Berlin Heights,OH,Ohio,TRUE,,2876,43,39043,Erie,{'39043':100},Erie,39043,FALSE,FALSE,America/New_York
44815,41.24662,-83.23943,Bettsville,OH,Ohio,TRUE,,630,216.6,39147,Seneca,{'39147':100},Seneca,39147,FALSE,FALSE,America/New_York
44816,41.33023,-82.35252,Birmingham,OH,Ohio,TRUE,,16,628.9,39043,Erie,{'39043':100},Erie,39043,FALSE,FALSE,America/New_York
44817,41.19985,-83.54542,Bloomdale,OH,Ohio,TRUE,,1506,19,39173,Wood,"{'39063':6.34,'39173':93.66}",Wood|Hancock,39173|39063,FALSE,FALSE,America/New_York
44818,41.00036,-82.99593,Bloomville,OH,Ohio,TRUE,,2394,14,39147,Seneca,"{'39033':31.58,'39147':68.42}",Seneca|Crawford,39147|39033,FALSE,FALSE,America/New_York
44820,40.81746,-82.97252,Bucyrus,OH,Ohio,TRUE,,17522,43.6,39033,Crawford,{'39033':100},Crawford,39033,FALSE,FALSE,America/New_York
44822,40.55721,-82.39859,Butler,OH,Ohio,TRUE,,2749,28.7,39139,Richland,"{'39083':31.17,'39139':68.83}",Richland|Knox,39139|39083,FALSE,FALSE,America/New_York
44824,41.3806,-82.80504,Castalia,OH,Ohio,TRUE,,3944,63.1,39043,Erie,"{'39043':97.93,'39143':2.07}",Erie|Sandusky,39043|39143,FALSE,FALSE,America/New_York
44825,40.9546,-82.94302,Chatfield,OH,Ohio,TRUE,,102,555.6,39033,Crawford,{'39033':100},Crawford,39033,FALSE,FALSE,America/New_York
44826,41.24085,-82.48013,Collins,OH,Ohio,TRUE,,1803,24.7,39077,Huron,"{'39043':9.78,'39077':90.22}",Huron|Erie,39077|39043,FALSE,FALSE,America/New_York
44827,40.81937,-82.75771,Crestline,OH,Ohio,TRUE,,6980,57.7,39033,Crawford,"{'39033':90.22,'39139':9.78}",Crawford|Richland,39033|39139,FALSE,FALSE,America/New_York
44828,41.23185,-82.86096,Flat Rock,OH,Ohio,TRUE,,73,287.9,39147,Seneca,{'39147':100},Seneca,39147,FALSE,FALSE,America/New_York
44830,41.16705,-83.3999,Fostoria,OH,Ohio,TRUE,,18690,61.5,39147,Seneca,"{'39063':19.33,'39147':69.19,'39173':11.48}",Seneca|Hancock|Wood,39147|39063|39173,FALSE,FALSE,America/New_York
44833,40.71064,-82.79416,Galion,OH,Ohio,TRUE,,16558,72.6,39033,Crawford,"{'39033':81.06,'39101':0.85,'39117':15.66,'39139':2.42}",Crawford|Richland|Morrow|Marion,39033|39139|39117|39101,FALSE,FALSE,America/New_York
44836,41.23807,-83.05467,Green Springs,OH,Ohio,TRUE,,2330,29.2,39147,Seneca,"{'39143':39.98,'39147':60.02}",Seneca|Sandusky,39147|39143,FALSE,FALSE,America/New_York
44837,41.01645,-82.4822,Greenwich,OH,Ohio,TRUE,,4408,25.8,39005,Ashland,"{'39005':8.46,'39077':70.47,'39139':21.07}",Ashland|Huron|Richland,39005|39077|39139,FALSE,FALSE,America/New_York
44838,40.77228,-82.25979,Hayesville,OH,Ohio,TRUE,,261,330.3,39005,Ashland,{'39005':100},Ashland,39005,FALSE,FALSE,America/New_York
44839,41.37348,-82.56096,Huron,OH,Ohio,TRUE,,12264,136.8,39043,Erie,{'39043':100},Erie,39043,FALSE,FALSE,America/New_York
44840,40.78964,-82.17898,Jeromesville,OH,Ohio,TRUE,,2594,24.1,39005,Ashland,"{'39005':99.21,'39169':0.79}",Ashland|Wayne,39005|39169,FALSE,FALSE,America/New_York
44841,41.25124,-83.30611,Kansas,OH,Ohio,TRUE,,619,14.4,39147,Seneca,"{'39143':34.08,'39147':65.92}",Seneca|Sandusky,39147|39143,FALSE,FALSE,America/New_York
44842,40.65147,-82.22496,Loudonville,OH,Ohio,TRUE,,5392,29,39005,Ashland,"{'39005':88.61,'39075':11.39}",Ashland|Holmes,39005|39075,FALSE,FALSE,America/New_York
44843,40.68904,-82.41074,Lucas,OH,Ohio,TRUE,,2126,33.7,39139,Richland,"{'39005':1.38,'39139':98.62}",Richland|Ashland,39139|39005,FALSE,FALSE,America/New_York
44844,40.9922,-83.26132,Mc Cutchenville,OH,Ohio,TRUE,,492,16.7,39175,Wyandot,"{'39147':46.2,'39175':53.8}",Wyandot|Seneca,39175|39147,FALSE,FALSE,America/New_York
44846,41.32061,-82.61034,Milan,OH,Ohio,TRUE,,3486,55.5,39043,Erie,"{'39043':89.09,'39077':10.91}",Erie|Huron,39043|39077,FALSE,FALSE,America/New_York
44847,41.22892,-82.7055,Monroeville,OH,Ohio,TRUE,,3344,20.6,39077,Huron,"{'39043':20.78,'39077':79.22}",Huron|Erie,39077|39043,FALSE,FALSE,America/New_York
44849,40.80925,-83.13046,Nevada,OH,Ohio,TRUE,,2522,17.9,39175,Wyandot,"{'39033':19.2,'39101':1.19,'39175':79.6}",Wyandot|Crawford|Marion,39175|39033|39101,FALSE,FALSE,America/New_York
